        0.19657783         0.05097717

        0.05097717         0.19657783

        0.39341521         0.80342215

        0.80342215         0.19657783

        0.39341521         0.05097717

        0.10003946         0.19657783

        0.60658479         0.80342215

        0.84688169         0.19657783

        0.60658479         0.05097717

        0.15311831         0.19657783

        0.80342215         0.80342215

        0.89996052         0.19657783

        0.80342215         0.05097717

        0.05097717         0.39341521

        0.19657783         0.84688169

        0.94902283         0.19657783

        0.19657783         0.10003946

        0.10003946         0.39341521

        0.39341521         0.84688169

        0.80342215         0.39341521

        0.39341521         0.10003946

        0.15311831         0.39341521

        0.60658479         0.84688169

        0.84688169         0.39341521

        0.60658479         0.10003946

        0.19657783         0.39341521

        0.80342215         0.84688169

        0.89996052         0.39341521

        0.80342215         0.10003946

        0.05097717         0.60658479

        0.19657783         0.89996052

        0.94902283         0.39341521

        0.19657783         0.15311831

        0.10003946         0.60658479

        0.39341521         0.89996052

        0.80342215         0.60658479

        0.39341521         0.15311831

        0.15311831         0.60658479

        0.60658479         0.89996052

        0.84688169         0.60658479

        0.60658479         0.15311831

        0.19657783         0.60658479

        0.80342215         0.89996052

        0.89996052         0.60658479

        0.80342215         0.15311831

        0.05097717         0.80342215

        0.19657783         0.94902283

        0.94902283         0.60658479

        0.19657783         0.19657783

        0.10003946         0.80342215

        0.39341521         0.94902283

        0.84688169         0.80342215

        0.39341521         0.19657783

        0.15311831         0.80342215

        0.60658479         0.94902283

        0.89996052         0.80342215

        0.60658479         0.19657783

        0.19657783         0.80342215

        0.80342215         0.94902283

        0.94902283         0.80342215

