        0.19542018         0.05014044

        0.05014044         0.19542018

        0.39699119         0.80457985

        0.80457985         0.19542018

        0.39699119         0.05014044

        0.10049352         0.19542018

        0.60300881         0.80457985

        0.84620744         0.19542018

        0.60300881         0.05014044

        0.15379255         0.19542018

        0.80457985         0.80457985

        0.89950645         0.19542018

        0.80457985         0.05014044

        0.05014044         0.39699119

        0.19542018         0.84620744

        0.94985956         0.19542018

        0.19542018         0.10049352

        0.10049352         0.39699119

        0.39699119         0.84620744

        0.80457985         0.39699119

        0.39699119         0.10049352

        0.15379255         0.39699119

        0.60300881         0.84620744

        0.84620744         0.39699119

        0.60300881         0.10049352

        0.19542018         0.39699119

        0.80457985         0.84620744

        0.89950645         0.39699119

        0.80457985         0.10049352

        0.05014044         0.60300881

        0.19542018         0.89950645

        0.94985956         0.39699119

        0.19542018         0.15379255

        0.10049352         0.60300881

        0.39699119         0.89950645

        0.80457985         0.60300881

        0.39699119         0.15379255

        0.15379255         0.60300881

        0.60300881         0.89950645

        0.84620744         0.60300881

        0.60300881         0.15379255

        0.19542018         0.60300881

        0.80457985         0.89950645

        0.89950645         0.60300881

        0.80457985         0.15379255

        0.05014044         0.80457985

        0.19542018         0.94985956

        0.94985956         0.60300881

        0.19542018         0.19542018

        0.10049352         0.80457985

        0.39699119         0.94985956

        0.84620744         0.80457985

        0.39699119         0.19542018

        0.15379255         0.80457985

        0.60300881         0.94985956

        0.89950645         0.80457985

        0.60300881         0.19542018

        0.19542018         0.80457985

        0.80457985         0.94985956

        0.94985956         0.80457985

