        0.20550038         0.04852960

        0.04852960         0.20550038

        0.38780290         0.79449964

        0.79449964         0.20550038

        0.38780290         0.04852960

        0.10106641         0.20550038

        0.61219710         0.79449964

        0.85086989         0.20550038

        0.61219710         0.04852960

        0.14913012         0.20550038

        0.79449964         0.79449964

        0.89893359         0.20550038

        0.79449964         0.04852960

        0.04852960         0.38780290

        0.20550038         0.85086989

        0.95147038         0.20550038

        0.20550038         0.10106641

        0.10106641         0.38780290

        0.38780290         0.85086989

        0.79449964         0.38780290

        0.38780290         0.10106641

        0.14913012         0.38780290

        0.61219710         0.85086989

        0.85086989         0.38780290

        0.61219710         0.10106641

        0.20550038         0.38780290

        0.79449964         0.85086989

        0.89893359         0.38780290

        0.79449964         0.10106641

        0.04852960         0.61219710

        0.20550038         0.89893359

        0.95147038         0.38780290

        0.20550038         0.14913012

        0.10106641         0.61219710

        0.38780290         0.89893359

        0.79449964         0.61219710

        0.38780290         0.14913012

        0.14913012         0.61219710

        0.61219710         0.89893359

        0.85086989         0.61219710

        0.61219710         0.14913012

        0.20550038         0.61219710

        0.79449964         0.89893359

        0.89893359         0.61219710

        0.79449964         0.14913012

        0.04852960         0.79449964

        0.20550038         0.95147038

        0.95147038         0.61219710

        0.20550038         0.20550038

        0.10106641         0.79449964

        0.38780290         0.95147038

        0.85086989         0.79449964

        0.38780290         0.20550038

        0.14913012         0.79449964

        0.61219710         0.95147038

        0.89893359         0.79449964

        0.61219710         0.20550038

        0.20550038         0.79449964

        0.79449964         0.95147038

        0.95147038         0.79449964

