        0.20248295         0.04984554

        0.04984554         0.20248295

        0.40063316         0.79751706

        0.79751706         0.20248295

        0.40063316         0.04984554

        0.10116034         0.20248295

        0.59936684         0.79751706

        0.84924996         0.20248295

        0.59936684         0.04984554

        0.15075001         0.20248295

        0.79751706         0.79751706

        0.89883965         0.20248295

        0.79751706         0.04984554

        0.04984554         0.40063316

        0.20248295         0.84924996

        0.95015448         0.20248295

        0.20248295         0.10116034

        0.10116034         0.40063316

        0.40063316         0.84924996

        0.79751706         0.40063316

        0.40063316         0.10116034

        0.15075001         0.40063316

        0.59936684         0.84924996

        0.84924996         0.40063316

        0.59936684         0.10116034

        0.20248295         0.40063316

        0.79751706         0.84924996

        0.89883965         0.40063316

        0.79751706         0.10116034

        0.04984554         0.59936684

        0.20248295         0.89883965

        0.95015448         0.40063316

        0.20248295         0.15075001

        0.10116034         0.59936684

        0.40063316         0.89883965

        0.79751706         0.59936684

        0.40063316         0.15075001

        0.15075001         0.59936684

        0.59936684         0.89883965

        0.84924996         0.59936684

        0.59936684         0.15075001

        0.20248295         0.59936684

        0.79751706         0.89883965

        0.89883965         0.59936684

        0.79751706         0.15075001

        0.04984554         0.79751706

        0.20248295         0.95015448

        0.95015448         0.59936684

        0.20248295         0.20248295

        0.10116034         0.79751706

        0.40063316         0.95015448

        0.84924996         0.79751706

        0.40063316         0.20248295

        0.15075001         0.79751706

        0.59936684         0.95015448

        0.89883965         0.79751706

        0.59936684         0.20248295

        0.20248295         0.79751706

        0.79751706         0.95015448

        0.95015448         0.79751706

