        0.19839184         0.05123173

        0.05123173         0.19839184

        0.38148844         0.80160815

        0.80160815         0.19839184

        0.38148844         0.05123173

        0.10198907         0.19839184

        0.61851156         0.80160815

        0.85054725         0.19839184

        0.61851156         0.05123173

        0.14945273         0.19839184

        0.80160815         0.80160815

        0.89801091         0.19839184

        0.80160815         0.05123173

        0.05123173         0.38148844

        0.19839184         0.85054725

        0.94876826         0.19839184

        0.19839184         0.10198907

        0.10198907         0.38148844

        0.38148844         0.85054725

        0.80160815         0.38148844

        0.38148844         0.10198907

        0.14945273         0.38148844

        0.61851156         0.85054725

        0.85054725         0.38148844

        0.61851156         0.10198907

        0.19839184         0.38148844

        0.80160815         0.85054725

        0.89801091         0.38148844

        0.80160815         0.10198907

        0.05123173         0.61851156

        0.19839184         0.89801091

        0.94876826         0.38148844

        0.19839184         0.14945273

        0.10198907         0.61851156

        0.38148844         0.89801091

        0.80160815         0.61851156

        0.38148844         0.14945273

        0.14945273         0.61851156

        0.61851156         0.89801091

        0.85054725         0.61851156

        0.61851156         0.14945273

        0.19839184         0.61851156

        0.80160815         0.89801091

        0.89801091         0.61851156

        0.80160815         0.14945273

        0.05123173         0.80160815

        0.19839184         0.94876826

        0.94876826         0.61851156

        0.19839184         0.19839184

        0.10198907         0.80160815

        0.38148844         0.94876826

        0.85054725         0.80160815

        0.38148844         0.19839184

        0.14945273         0.80160815

        0.61851156         0.94876826

        0.89801091         0.80160815

        0.61851156         0.19839184

        0.19839184         0.80160815

        0.80160815         0.94876826

        0.94876826         0.80160815

